Data Series,Total All Markets,  America,    Antigua And Barbuda,    Argentina,    Bahamas,    Bermuda,    Brazil,    Canada,    Chile,    Colombia,    Costa Rica,    Cuba,    Dominican Rep,    Ecuador,    El Salvador,    Guatemala,    Guyana,    Honduras,    Jamaica,    Mexico,    Netherlands Antilles,    Panama,    Paraguay,    Peru,    Puerto Rico,    St. Vincent And The Grenadines,    Trinidad And Tobago,    United States,    United States Virgin Islands,    Uruguay,    Venezuela,    Other Markets America,  Asia,    Afghanistan,    Bahrain,    Bangladesh,    Brunei,    Cambodia,    China,    Christmas Island,    Hong Kong,    India,    Indonesia,    Iran,    Iraq,    Israel,    Japan,    Jordan,    Kazakhstan,"    Korea, Dem Peo Rep Of","    Korea, Rep Of",    Kuwait,    Lao,    Lebanon,    Macao,    Malaysia,    Maldives,    Mongolia,    Myanmar,    Nepal,    Oman,    Pakistan,    Philippines,    Qatar,    Saudi Arabia,    Sri Lanka,    Syria,    Taiwan,    Thailand,    Turkiye,    United Arab Emirates,    Viet Nam,    Yemen,    Other Markets Asia,  Europe,    Austria,    Belarus,    Belgium,    Bulgaria,    Croatia,    Cyprus,    Czech Rep,    Denmark,    Estonia,    Finland,    France,    Germany,    Greece,    Hungary,    Ireland,    Italy,    Latvia,    Lithuania,    Luxembourg,    Malta,    Netherlands,    Norway,    Poland,    Portugal,    Romania,    Russia,    Slovakia,    Slovenia,    Spain,    Svalbard And Jan Mayen Islands,    Sweden,    Switzerland,    Ukraine,    United Kingdom,    Other Markets Europe,  Oceania,    Antarctica,    Australia,    Fiji,    French Polynesia,    Guam,    Marshall Islands,    New Caledonia,    New Zealand,    Northern Mariana Islands,    Papua New Guinea,    Samoa,    Solomon Islands,    Vanuatu,    Other Markets Oceania,  Africa,    Algeria,    Angola,    Benin,    Cameroon,    Cape Verde,    Comoros,"    Congo, Dem Rep Of",    Cote D'ivoire,    Djibouti,    Egypt,    Ethiopia,    Gabon,    Ghana,    Guinea,    Kenya,    Liberia,    Libya,    Madagascar,    Mauritius,    Morocco,    Mozambique,    Nigeria,    Reunion,    Seychelles,    Sierra Leone,    Somalia,    South Africa,    Sudan,    Swaziland,    Tanzania,    Tunisia,    Zambia,    Zimbabwe,    Other Markets Africa
2012 Apr,39686.8,5073.8,0,4.6,115,0,229.7,121.1,4,1.7,86,0.8,1.2,0.7,0.5,0.6,0,0.1,0.1,173.4,113.4,0.4,0.1,0.5,18.6,0,0,3807,0,2.4,355.9,36.1,27714,0.1,62.2,9.5,12.4,11.2,3959.5,0,370.4,1421.6,2013.7,524.9,0,77.1,2770.4,0.3,0,0,2340,781.4,0.1,0.5,1.8,4385,0.1,0,9.2,0.1,144.8,5.9,603.8,1069.3,2115.5,7.6,0,2551.1,1081.6,76.4,1040.9,259.5,0.8,5.1,6261.5,95,0.3,162.5,2.1,1.1,0.9,24.8,164.1,0.8,32.2,871.9,1099.4,94.6,28.5,76.2,379.4,1.5,0.9,6,43.7,500.9,101.7,16.3,9.9,19.7,468.7,5.3,2.6,151.2,0,130,1033.6,112.7,621.6,1.4,483.5,0,412.7,0.8,1.4,0.1,0,0.1,60.7,0,6.7,0,0.1,0,0.8,153.9,0,0,0,0.2,0,0.6,0,1.2,0.1,3.2,0.5,3.5,14.5,0,2.1,0,0,11,0.8,18.2,0.1,1.9,45,0,0,0,45.1,0,0.3,0.8,0.7,0,1.1,2.9
2012 Mar,43698.7,5539.4,0,6.6,225.4,0,221.8,131.6,64.8,45,84.5,0.6,2.3,0.4,0.1,1.8,0,0.1,0.1,115.2,0,0.2,0,0.4,14.7,0,0,4352.3,0,2.3,247,22.2,29417.2,0,98.9,16.8,24.2,12.7,4559.6,0,305.9,1501.5,2069.6,564,0,78.4,2685.5,4.9,0.1,2.5,2589.8,240.7,0.1,0.7,1.1,4440.6,0.2,0.3,12.8,0.4,272.7,7.8,667.7,731.9,2388.6,10,0,2586.9,1167.3,111.7,1971.3,205.7,0.3,84,7704.4,118.2,1,143,1.9,1.4,143.9,22.7,49.4,1.2,28.3,1195.1,1246.3,154.5,31.8,84.6,362.9,1.7,0.6,9.5,142.5,1305.3,102.7,18.8,10.2,9.5,683.1,4.2,3.4,125.4,0,159.2,704.6,21.3,813.2,3.1,876.3,0,789.1,0.5,0.1,0.2,0.5,0.1,79.6,0,5.3,0,0.3,0,0.4,161.4,0,0.1,0,0.2,0,1.2,0.1,0.8,0,3.4,0.7,0.1,11.3,0.1,0.8,0.2,0,20.4,1.2,21.9,0.2,0.9,0.8,0.1,0,0,83.5,0.4,0.1,7.6,0.9,0,1.7,2.7
2012 Feb,40218.2,5312.3,0,6.1,124.5,0,345.6,113.3,11.6,40.6,86.6,0.8,2.9,1.2,0,0.7,0,0.1,0,178.1,97.2,0.1,0,0.6,22.7,0,0.1,4120.4,0,1.9,130.8,26.3,28344.3,0,54.5,9.2,15,35,3574.1,0,279,2145.1,2537.3,586.4,0,67.2,2474.3,0.7,0.1,1.8,2492.7,278.3,0.1,0.2,1.6,4327,0.3,0,7.6,0.6,232.5,7.6,600.6,423.5,1959.5,8.6,0,2628.7,1212.2,42.3,2080,173.9,0.3,86.4,6058.4,97.5,1,103.6,2,0.7,67.8,20.7,230.8,32.4,40.3,644.2,1175.4,25.7,61.6,64.5,301.9,1.5,2.3,9.9,93.9,818.1,169.7,18,9.8,6.9,278.8,4.8,2.5,83.8,0,132.4,761.5,18.5,774.1,1.9,395.7,0,328.9,0.8,0.1,0.1,0,0.1,59.8,0,4.8,0,0.2,0.3,0.6,107.4,0.1,0,0,0.1,0,1.3,0,1.8,0,4.9,0.5,0.1,9.3,0,0.5,0,0,6.9,0.7,18.8,0.3,0.3,0.1,0,0,0,26.3,0,0.1,1.2,0.8,0,0.8,32.4
2012 Jan,40266,5349.6,0,7.3,24.5,0,166.1,130,7.6,95.5,50.7,0.8,2.8,0.7,0.1,0.2,0,0.1,0,157.7,272.8,0,0,1.6,19.2,0,42.6,4089.9,0,5,272.8,1.5,27629,0.3,25.5,12.3,18.6,19.6,3940.8,0,323.7,1744.3,1969.4,389.7,0,55.5,2173.8,0.6,0,0.7,2494.5,832,0,0.5,1.4,3495.2,0.1,0.1,10.4,0.1,338.2,5.9,573.4,1239.3,2530.9,10.2,0,2361.9,818.4,34.4,1901.2,151.8,0.1,153.9,6675,106.6,0.8,119.9,1.7,0.8,0.4,18.3,34.8,1.3,27.5,1543.5,995.2,21.7,44.8,91.1,341.2,1.3,0.9,5.6,60.7,974.5,88.9,27.1,9.2,7.7,340.9,3.7,6.3,76.8,0,112.5,956.9,27.6,623.5,1.6,415,0,359.2,0.7,0,0.1,0,0.2,50.6,0,3.5,0,0.4,0.2,0.1,197.5,0,0,0,0,0,2.6,0,4.7,0,2.5,0.5,44.2,6.4,0.4,0.6,0,0,26,1.4,15.2,0.1,0,0.3,0,0,0,81.2,0.1,1.2,1.4,1.2,0.1,0.7,6.5
2011 Dec,38210.1,5489.2,0,8.4,0.1,0,188.5,130.2,6.8,8.2,126.4,0.6,3.2,0.8,0.1,0.5,0,0.4,0,133.9,126.1,0.7,0,1.2,12.5,0,0,4392,0,4.3,341,3,25534.4,0,91.1,13.1,13.4,18.5,4223.9,0,495.7,1171.6,1940.4,460.5,0,71.7,2827.9,1.1,0.2,1.7,2075.6,295.3,0.1,0.2,6.7,3989.9,0.2,0.1,12.8,0.1,83.1,6.3,644,511,1774.4,16.9,0,2492.8,995.1,94.1,963.4,239,1.2,1.5,6551.8,99.5,0.7,147.3,3.4,10.1,1.1,26.3,56.6,1.2,38.3,782.3,1199.5,11.6,52.2,69.9,434,1.2,0.9,3.5,32.8,928.5,104.7,20.6,8.5,9.2,294.2,7,6.9,139.3,0,150,1050.7,14.3,844.6,1.1,509.8,0,405.2,0.5,0,0.9,0.9,0.2,96.7,0,4.1,0,0.8,0.2,0.2,124.8,0,0,0,0.2,0.6,1.4,0,0.5,0.1,3.6,1.1,5.2,5.4,0,0.7,0,0,40,1.1,19,0.1,0.2,0.3,0,0,0,41,0.1,0.1,0.8,0.9,0,0.6,1.9
2011 Nov,41868.8,6298.3,0,7.4,239.4,0,200.9,124.1,8.5,88.6,102.6,1.1,2.2,0.9,0.4,0.3,0,0.2,0,298.1,72.7,0.1,0.1,1.3,61.4,0,0.3,4911.7,0,6.8,164.4,5,28768.5,0.1,25,8.3,8.8,56.1,4217.3,0,349.8,1425.9,2040.5,681.9,0,72.3,2681,2.6,0.2,2,2545.3,298.2,0.2,0.3,1.9,4121.6,0.1,0,12.5,0.5,385.1,19.2,562.2,1184.6,2545.4,21.2,0,2719.9,971,163.8,1423.4,175.8,0.8,43.9,5991.1,104.4,1.2,138.4,2.2,0.4,0.5,23.2,40.1,1.3,67,852.6,1271.5,102,78.5,68.5,372.3,1.3,3,2.5,32.4,742.6,140.2,27.9,10.9,16.1,169.8,7.8,3.3,83.6,0,124.5,728,40.7,729.8,2.8,705.5,0,615.8,0.8,0,0.5,0,0.1,82.3,0.2,5.3,0,0,0.4,0.1,105.3,0,0,0,0,0,10.2,0,0.6,0,3.7,1,0.1,5.1,0,0.9,0,0,18.7,0.9,15.7,1,0.8,0.3,0,0.1,0,34.7,0,0.5,7.4,0.9,0,1.2,1.5
2011 Oct,39592,4816.1,0,11.9,121.4,0,83.3,120.8,8.1,25.1,53.4,0.7,2.5,0.8,0.2,0.2,0,0.1,0,197.7,141.8,0.2,0,0.5,41.5,0,0.3,3710.9,0,3.8,262.5,28.3,27327.1,1.2,41.7,7.8,7.7,33,3748.3,0,237.3,1580.8,2016.3,340.6,0,55.9,2676.5,0.8,0,0,2712.6,292.2,0,0.4,1.9,4297.6,0.3,0.1,10.3,0.3,211.3,5.2,582.2,530.5,2922.2,18.7,0,2089.7,1204.6,132,1384.6,180.9,1.1,0.7,6767.4,101.9,1,124.4,2.6,1,0.4,23.2,50.5,1.1,35.2,934,1066.9,187,81.6,97.9,428.5,1.9,1.1,1.4,31.7,859.9,95.9,15.2,13.9,9.2,419.4,3.8,3.1,72.5,0,143.6,1132.9,40.1,782.1,2.3,537,0,389.1,0.8,0.1,0.1,0.1,0.1,140.9,0,4.6,0,0.4,0.5,0.3,144.4,0,0.4,0.1,0.2,0,7.3,0,1.3,0,0.6,0,0.1,9.8,0.1,0.5,1.3,0,7.7,1.1,16.2,0.2,1.9,0.2,0.4,0,0,65.6,0.1,0.1,14.8,1,0,2,10.9
2011 Sep,38911.6,5093.9,0.1,10.1,66.7,0,167.7,108,9.3,53.6,69.1,0.7,2.2,1.2,0.1,1.2,0,0.1,0,169.2,87.1,0,0,1.9,80.5,0,0,3917.3,0,5,289.1,53.6,25482.6,1,9.9,8.6,15.4,15.1,3835.3,0,321.2,1507.5,2036.9,347.8,0,74,2910.9,0.4,1,3.9,2196,737.7,0,0.3,2.3,3921.7,0.1,0.1,14.9,0.3,121.2,7.2,543.7,917.2,878.8,19.3,0.2,2273.6,1398.1,96.5,1069.7,194.6,0.1,0.3,7664.2,105.9,0.5,127.2,1.3,1.3,0.7,20.2,46.3,1.1,38.7,1624,1085.3,184.4,99.9,98.3,353,1.4,1,3.3,63.5,960,91.9,13,17.3,13.4,491.6,5.2,3.9,142.4,0,112.9,1298.6,107.9,547.2,1.5,591.9,0,310.1,0.6,0,0.3,0.2,0.1,265.9,0,12.6,0,2,0,0,79,0,2.9,0,0.2,0,1.2,0,0.4,0.1,1.3,0.7,3.8,2.7,0,0.6,0,0.1,6.9,1.2,15.2,0.2,2.1,0.2,0.9,0.1,0,31,0.1,0.1,3,2,0,0.6,1.3
2011 Aug,42209.2,5678.4,0,10,0,0,245,118.2,14.3,0.8,87.3,0.5,2.1,1.8,0.1,0.4,0,0.2,0,216.9,89.3,0,0.1,0.7,64.6,0,0,3975.4,0,5.2,843.6,1.7,29680.5,0.3,10.3,10.3,22.4,19.6,4035.1,0,368.9,1456.1,2189.2,540,0,75.7,2980.3,1.4,0.1,0,2274.4,523.2,0,0.3,2.6,4318,0.2,0.1,8,0.5,173.3,5.2,667.9,729.9,2815.8,10.5,0.3,2192,1469.5,140.5,2468,170,0.1,0.4,6070.3,113.5,1.4,114,67.1,2.1,0.3,21.3,55.7,1.1,64.9,809.4,1094.7,92.5,128.1,84.2,397.5,0.8,1.4,3.3,171.4,857.9,98.1,14.5,15.7,18.1,130.5,4.7,2.6,83.7,0,122.3,592.7,79.3,821.9,3.6,601.1,0,401.3,1.1,0,0.2,0.4,0,182.8,0,14.9,0,0.1,0,0.2,178.9,0,0.1,46.8,0,0,1.6,0,0.7,0.1,4.3,0.6,0,2.5,0.1,2.8,0,0,22.3,1.7,18.8,0.3,7,0.8,0.6,0.1,0,61.9,0.4,0.6,0.6,0.7,0,0.3,3.3
2011 Jul,37264.5,4871,0,11.3,0.1,0,191.1,107.9,9.7,1.7,56.1,0.8,1.5,1.1,0.2,1.3,0,0.2,0,174.2,0,0,0,0.9,52.6,0,0,4018.2,0,6.2,234.6,1,26645.3,0.3,14.6,34.7,8.3,46.7,4045.2,0,328.3,1292.4,2113.4,718.5,0,74.2,3050.5,0.5,0,1.9,2299.2,286.3,0,0.2,1.5,4235.9,0.3,0.4,8.1,0.3,15.6,9,626,817.2,1253.8,14.3,0,2202,1144.5,60.7,1746.2,181.5,0.7,12.3,5184.6,111.5,61.6,107.6,1.9,2.7,0.6,19.3,43.4,0.9,45.4,752.7,1032.4,95.2,98.2,76.7,383.1,0.5,29.4,4.6,33.3,303.4,139.9,30.9,15,18.6,124.5,5.5,2.9,72.5,0,125.8,853.3,46.3,541.7,3.4,469.8,0,371.2,0.5,1.9,0.1,0,0,89.8,0,6,0,0,0,0.2,93.8,0,0.1,0,0.2,0,0.5,0,4.9,0.1,2,0.2,0,5.4,1.3,0.9,0,0,8.2,1.2,23.1,0.1,0.2,0.5,0,0,0,39.4,0.3,0.6,0.9,1,0,0.5,2.2
2011 Jun,39185.5,5308.5,0,14.1,112.7,0,106.3,112.1,10,66.4,51.3,0.4,2,1.2,0.1,0.8,0,0.1,0,153.3,114,0.3,0,1.1,33.6,0,0.2,4165.6,0,6.6,347.8,8.6,27103.5,0.2,4,11.3,18.8,29.2,4024.5,0,332.1,1408.4,1947.5,860.6,0,58.3,2885.5,1.9,0,2.3,2795.3,444.5,0,0.3,1.9,4284.8,0.3,0.1,9.8,0.3,75.7,5.6,680,732.3,1250.2,23.2,0,2358.4,1482.3,117.4,886.2,236.4,132.7,1.1,6047.2,118.5,114.6,142.5,113.8,1.1,17.5,20.3,51.6,4.1,32,685.4,1123.4,6,116.7,84.1,383,1.1,33.2,12.3,50.1,1032.6,98.5,46.8,17.9,8.1,387.6,5.9,4.5,59.5,0,143,472.9,102.9,552.6,3.1,617.1,0,512.7,0.4,0,0.2,0.1,0,87.4,0,15.2,0,0.2,0,0.8,109.2,0,0.1,0,0.1,0,0,0.3,0,0,14.3,0.5,0.1,4.2,0,0.2,0,0,16.5,0.7,21.9,0,7.8,0.3,0.6,0.1,0,37.1,0,0.3,0.6,1,0,0.8,1.6
2011 May,39756.7,5658.1,0,7.9,118.3,0,289.4,130,94.4,0.5,70.5,0.5,3.1,1,0.1,1.2,0,0,0,299.9,32.3,0.2,0,12.7,46.1,0,0,4030.9,0,3.5,513.4,2.1,27180.8,0,1.7,6.2,51.5,11.6,4116.6,0,335.4,1692.1,2213.5,582.7,0,61.1,2442.7,1.6,3.2,0,2600.8,455.6,0,0.3,2.4,3789.6,0.1,0,6.7,0.1,43.9,5.6,719.8,856.1,2126.5,13.5,0.1,2265.6,1143.5,90.8,1311.3,178.2,49.8,0.6,6271.8,117.5,0.4,163,1.7,0.7,0.5,16.9,81.6,103.6,50.8,1175.7,1101.2,87.6,208,91.8,384.3,1.2,1,4.6,46.4,573.4,98.6,35.5,16.8,18.8,293.5,5.3,6.2,59.6,0,141.2,578,111.2,693.3,2.1,523.3,0,447.6,0.7,0,0.1,0,0,68.5,0,5.8,0,0,0,0.5,122.7,3,0,0,0.1,0,0.1,0,0,0.3,1.3,0.5,3,3.3,0.1,0.9,0,0,7.1,0.6,23.8,0,2.2,0.5,0,0,0,66.4,0,0.2,1.3,0.9,4.2,0,2.8
2011 Apr,38518.7,5702.4,0,6.1,105.5,0,190.8,122.2,86.4,195.1,34.9,1,3.9,1.5,0.1,2.5,0,0.1,0,117,90.3,0.5,0.1,0.5,60,0,0.1,4235.1,0,5.8,398.4,44.4,25992.4,0,2.8,10.4,20.2,5.8,4096.4,0,430.9,1848.2,2105.4,297.8,0,76.4,2661.6,1,0,0,2006.2,215.4,0,0.7,1.1,4311.7,0.3,0,5.6,0.3,76.1,5.3,669.8,729.1,1422.7,8.6,0.1,2164.3,1262.7,136.5,1275.6,142.2,0.1,1,6249.8,134.3,1.3,137.2,1.9,4,146.2,18.8,145.8,54.1,36.2,776.7,1173.5,185.8,132.6,94.3,363.9,17.2,1.3,6.1,41,777,78.1,16,11.1,10.6,322.6,5.4,5,73.7,0,148.6,599.7,182,544.7,3.3,391.5,0,321.7,0.2,0,0.2,0,0.1,66.1,0,2.6,0,0,0.1,0.4,182.4,0,0.2,0,0.2,0,0.2,0,0.4,0,0.8,0,21.4,9.7,0,0.5,0,0,4,1.9,22.5,0.2,42.9,0.3,0.2,0.1,0,67.4,0,0.5,0.7,0.6,6.1,0.1,1.4
2011 Mar,43060.8,5382.1,0,6.1,0.1,0,273.3,117.3,75,144.9,71.1,0.8,2.8,1.9,0.1,3.9,0,0.1,0.1,180.9,0,0.1,0.1,13.1,40.7,0,0,4017.2,0,5.4,418.1,9,30249.7,0,26.3,8.5,44.6,7.1,4598.7,0,345.9,1434.1,2199.6,410.6,0,62.9,3593.8,0.9,0,5.1,2333.9,130.3,0.1,0.2,1.8,4578.1,0.1,0.1,5.5,0.4,121.7,7.4,695.3,1211,2652.5,33.4,0.1,2407.9,1148.8,119.3,1716.3,146.9,115.4,85.3,6845.6,128.7,42.6,142.7,61,0.9,24.8,17.6,41,28.7,45.4,869.3,1187.5,75.9,130.5,139.9,347,86.5,2,1.3,54.1,805.7,124.4,19.7,11.4,11.6,573.6,7.1,2.6,86.6,0,163,813.4,239.9,557.7,1.7,441.2,0,378.5,0.4,0.1,0.5,0,0.1,57.5,0,2.7,0,0.9,0,0.5,142.1,4.6,0.1,0.5,0,0.2,0.5,0,2.9,0,2.2,0.3,0.1,12.8,0.5,1.6,0,0,7.2,0.8,23.9,0.2,10.3,0.2,1.2,0.1,0,47.9,0,0.8,0.7,0.7,19.1,0.4,2.3
2011 Feb,32126.6,4542.4,0,2.8,111,0,181.2,108.5,53,1.1,58.2,0.3,2.1,0.9,0,2.7,0,0,0.2,163.4,183.5,0.2,0,6.9,31.6,0,0,3478.8,0.4,2.2,152.2,1,21631.9,0,8.9,7.4,19.9,9.1,3102.1,0,226.2,1465.3,1568.7,614.3,332.2,44.3,2457.8,0.5,0,3.1,1566.6,384.6,0,0.4,1.1,3532.8,0,0.1,8.1,0.1,95.3,7.6,667.5,284.8,1169.8,8.3,0,2077.2,1036.5,28.8,614.2,106,128,54.5,5348.6,99,0.9,106.2,78.7,0.5,55.6,12.7,35.2,39.4,32.8,652,830.2,5.8,265.1,79.7,283.7,44.9,30,2.4,39.4,573.7,102.4,7.4,8.1,8.1,363.9,5.6,3.2,64.7,0,122.5,946.9,28.3,417.3,2.3,485.4,0,430.3,0.2,0,0.1,0.1,0.2,48.3,0,5.7,0,0.1,0,0.3,118.3,0,0.1,0,0.2,0,0.5,0,6.4,0.2,41.5,0,0.1,6,0,0.5,0,0,7.4,0.9,18.7,0.4,0.2,0.4,1.7,0,0.1,22.5,0,0.7,6.1,0.6,0,0,3.1
2011 Jan,37583.8,4964.5,0.3,6.4,194.5,0,293,108.9,13.9,49.7,43.5,0.5,2,0.7,0.1,7.6,0,0.1,0,158.7,88.1,0.2,0.2,1.9,73.9,0,0,3571.6,0.2,6,322.7,19.9,25562.3,0.2,2.4,8.2,13.7,7.6,4040.4,0,350,1488.8,2204.7,371.3,0,62,2799,4.6,0,2.8,2258.3,452.2,0.1,0.3,1.8,3860.6,0.2,0,5.7,0.5,217.1,11.7,734.8,840.1,1351.4,28.3,0.4,2101,1061,118.7,976.3,133.1,0,52.8,6309.2,115.8,0.9,113.6,1.3,2,26.9,12.7,72.1,31.9,34.1,748.3,912,69.2,184.3,79,345.5,1.1,0.5,7.2,61.2,347.1,104.8,23.7,11.8,12,580.1,4.5,3.2,75.1,0,135.3,1568,55.5,565.9,2.7,620.3,0,528.9,0.5,0,0.2,14.3,0.2,66.8,0,7.8,0,0.7,0.5,0.4,127.5,0,0,0,0.2,0,2.4,0,10.4,0.1,2,0.2,6.4,9.5,0.4,25.7,0,0,5.8,0.7,20.2,0.1,5,0.9,0.3,0.2,0,31.5,0,0.2,0.4,0.8,0,0,4.3
2010 Dec,36115,4842.5,0.4,5.9,172.8,0,168.1,113.6,15.8,1.1,48.1,0.9,2.3,1.5,0.1,4.2,0,0.1,0,137.1,102.4,0.2,0,1.3,59.3,0,0,3789.9,0,2.4,214.5,0.7,24935.7,0,6.5,8.5,13.9,7.7,3895.5,0,337.4,1344.8,1963.4,133.1,297.1,64.9,3044.6,1.3,0,2.3,2050.2,289.9,0.2,0.3,2.3,4143.3,0.1,0.2,6.3,0.5,92,26.4,796.4,703.5,1488.4,10,0,2115.4,1206.2,60.9,629.6,148.1,0.4,44,5790.3,120.3,1.3,101.8,1.4,1.8,13,17.2,38.9,0.8,39,912.7,1058.1,9,130.4,70.6,352.9,0.8,41.8,6.3,85.4,432.6,121.8,15.4,14.6,9.5,388.1,5.1,10.9,93.5,0,121.7,850.8,14.1,706.5,2.3,449.3,0,373.7,0.7,1.1,0.1,0,0.1,67.9,0,3.7,0,1.1,0.7,0.3,97.2,0,0,0.2,0,0,0.4,0,6.9,0,1,0.5,0.1,1.3,0.1,0.6,0,0,5.6,0.6,24.7,0.2,9.5,0.3,0,0.1,0,37.5,0,0,0.7,1.4,0,0.3,4.8
2010 Nov,35795.6,5033,0.1,6.2,164.9,0,176,109.4,18.7,1.2,51.9,0.5,1.6,1.7,0.1,0.4,0,0.1,0.1,197.9,0.1,0.1,0.1,0.5,41.4,0,0.1,3936.6,0,2,303.2,18.1,23996.3,0,2.2,5.5,10.2,6.9,3914.4,0,386.3,1043.5,1925.8,491.4,0,74.2,2759.7,0.2,0,0.1,2348.8,370.8,0.5,0.3,1.7,4426.9,0.2,0,6.6,0.3,69.3,4.1,666.6,548,862.1,8.8,0,1953.8,1116.9,35.6,756.8,161.8,0.8,35.3,6205.1,123.4,1.4,96.3,7.7,2,1.7,15.5,42.7,0.4,43.5,967.1,1009.4,15.1,121.8,103.7,331.4,1.1,30.5,6.7,33.8,658.9,118.8,15.8,16.6,9.1,456.6,5.7,3,72.7,0,139.3,926.1,20.7,804.4,2.2,450.7,0,375.3,0.2,0,0.4,0,0,72.1,0,1.5,0,0.2,0,0.8,110.5,0,0,0,0,0,1.2,0,0.6,0,0.9,0.1,0.1,0.3,0,0.8,0,2,2.5,1.1,21.1,0.4,0.7,1.2,0.1,0.2,0,65.9,0,0.4,1.2,0.4,2.5,0.7,6
2010 Oct,35674.4,4822.5,0.4,5.6,43.4,0,105.1,118.7,7.6,0.7,72.8,0.7,2.6,0.7,0.1,0.3,0,0.1,0,153.7,37,0.4,0,1.2,81.5,0,0,3885.9,0.1,3.4,299.1,1.3,24418.9,0,3.7,5.7,7,5.1,3401.5,0,327,916.6,2198.7,222.9,176.2,72.2,2885.9,1.8,0.1,2.4,2436.9,213.2,0.1,0.2,1.5,3946.6,0.2,0,4.5,0.6,147,5.9,1298.9,447.7,1888.5,9.4,0,1838.1,1077.5,29.3,707,137.7,1.3,0.3,6011.9,118.8,0.7,86.8,2.1,1.8,29.2,15.8,47,0.6,43.6,1383.3,1000.3,4.1,121,79.3,334.9,1,0.9,1.6,42,667.6,127.8,13.4,7.8,6.8,512.7,5.1,8.1,68.1,0,121.5,559.1,60.2,536.8,1.8,330.1,0,275.1,0.2,0.2,0.3,0,0,46.2,0.1,6.2,0.3,1.3,0,0.2,91,0,0,0,0.5,0,1.6,0,1.1,0.1,8.8,0,0,0.3,0,1.6,0,0,1,2.6,21,0.2,0,0.4,0,0.1,0,44.1,0.1,0.4,1.4,0.4,0,0.4,4.9
2010 Sep,35562.6,4760.2,0.2,6.6,0,0,130.2,129.1,22.4,1.5,70.9,0.4,3.2,0.9,0.1,1.6,0,0.1,0,94.7,0.1,0.1,0.1,1.7,121.1,0,0,3881.9,0,2.4,289,1.7,24785.3,0.4,2,6,6.3,23.8,3727.1,0,393.4,1122.8,1930,269.3,202.3,79,2905.4,1.5,0,0,1900.4,356.8,0.3,0.5,1.8,4136.5,0.1,0,4.1,0.4,56.4,5.7,1604.9,625.8,1058.4,9.8,0,2173.2,1298.4,53.6,689.3,138.9,0,0.3,5466.6,101.9,1.4,125.2,48.4,1.3,0.7,13.5,87.1,136,35.4,790.3,977.5,19.8,152.2,87.2,248.6,56.5,0.8,1.8,43.3,745.3,104.9,17.6,5.3,7.6,429.9,5,3.4,57.8,0,146.4,446.1,63,502.6,2.6,439.4,0,365.9,0.2,0.1,0.3,0.1,0.3,52.5,0,19.1,0.1,0.2,0.2,0.3,111.2,0,0,0,0,0,1.3,0,1.6,0,1.1,0,0,0.2,0,0.1,0,0,0.5,1.2,22.5,0.2,4.2,4.9,0.1,0.1,0,66.9,0,0.3,1.7,0.5,0,2,1.6
2010 Aug,36208.6,5220.1,0.3,8.9,36.9,0,131.2,119,11.8,64.8,111.9,0.5,3.4,1.8,0.5,4,0,0.1,0.1,236.5,7.3,0.1,0,2.9,164.2,0,0.1,3911.5,15.9,3,342.6,41,24992.2,0,3.6,4.1,5.1,10,3997.2,0,452.8,1000.5,1732.9,291.4,101.1,79.5,2926.9,1.5,0,0,1779.9,284.9,0,0.3,3.1,4095.8,0.2,0.1,4.2,0.5,207.5,36.1,1753.1,609.9,1288.2,8.8,0,2287.9,1158.5,77.9,461.2,211.4,102.1,13.9,5192.6,113.7,35,118.3,31.1,1.3,0.4,14.3,42,12.8,49.8,646.1,1046.4,5.8,155.1,99,318.9,1.2,0.9,3.3,45.3,354.2,129.6,14.8,9,9.4,299.1,6.3,4.3,75.9,0,134.1,623.4,22.8,765.4,3.4,714.1,0,644.8,0.2,0,0.3,0.1,0.2,60.9,0,5.2,0,0.2,1.7,0.6,89.7,0,1.2,0,0.7,0,1.3,0,2.3,0,1.8,0,4.9,4,0.5,1.1,0,0,1.1,0.8,21.1,0.2,4.8,1,0.4,0,0,27.3,0.1,0.4,0.3,0.6,9.6,0.6,3.5
2010 Jul,38506.4,5044.1,0.6,4.3,15.2,0,145.5,114.2,22.7,31.3,53.5,1.4,1.8,1.2,0.1,4.6,0,0,0,140.8,42,2.4,0,1.1,57.9,0,0.1,4234.4,0,3.2,164.8,1,26413.2,0,102.6,9.3,66.6,6.6,4269.3,0,415.5,857.4,1892.9,386.4,102.2,94,2844.6,0.6,0.1,0,1865.2,287.5,0.4,0.1,2.1,4351.9,0.2,0,5.9,0.8,104.4,5.3,1464.6,728.4,1418.9,27.9,0.4,2498.9,1198.1,42.8,1154.5,205.8,0.7,0.2,6252,111.9,0.6,113.5,92.2,1,18.7,14.2,46.3,33.4,57.5,1114,1033.3,18.7,167.9,140,317.3,47.2,1,6.1,38.5,659.5,134.3,15.5,10,9.4,355.4,5.9,2,77.5,0,124.8,697.3,39.8,746.2,1.1,628.5,0,534.1,0.2,0,0.3,0.2,20.5,66.4,0,6.7,0,0,0,0.2,168.6,0,0.2,0,0.2,0,0.4,0,1.6,0,3.9,0.2,0.2,9.8,0,20.5,0,0,1,1,21.6,0.1,0.6,0.5,0.1,0,0,52.3,0.1,0.5,0.5,0.7,48,1.6,3.2
